classCol,mz50,mz51,mz52,mz53,mz54,mz55,mz56,mz57,mz58,mz59,mz60,mz61,mz62,mz63,mz64,mz65,mz66,mz67,mz68,mz69,mz70,mz71,mz72,mz73,mz74,mz75,mz76,mz77,mz78,mz79,mz80,mz81,mz82,mz83,mz84,mz85,mz86,mz87,mz88,mz89,mz90,mz91,mz92,mz93,mz94,mz95,mz96,mz97,mz98,mz99,mz100,mz101,mz102,mz103,mz104,mz105,mz106,mz107,mz108,mz109,mz110,mz111,mz112,mz113,mz114,mz115,mz116,mz117,mz118,mz119,mz120,mz121,mz122,mz123,mz124,mz125,mz126,mz127,mz128,mz129,mz130,mz131,mz132,mz133,mz134,mz135,mz136,mz137,mz138,mz139,mz140,mz141,mz142,mz143,mz144,mz145,mz146,mz147,mz148,mz149,mz150,mz151,mz152,mz153,mz154,mz155,mz156,mz157,mz158,mz159,mz160,mz161,mz162,mz163,mz164,mz165,mz166,mz167,mz168,mz169,mz170,mz171,mz172,mz173,mz174,mz175,mz176,mz177,mz178,mz179,mz180,mz181,mz182,mz183,mz184,mz185,mz186,mz187,mz188,mz189,mz190,mz191,mz192,mz193,mz194,mz195,mz196,mz197,mz198,mz199,mz200,mz201,mz202,mz203,mz204,mz205,mz206,mz207,mz208,mz209,mz210,mz211,mz212,mz213,mz214,mz215,mz216,mz217,mz218,mz219,mz220,mz221,mz222,mz223,mz224,mz225,mz226,mz227,mz228,mz229,mz230,mz231,mz232,mz233,mz234,mz235,mz236,mz237,mz238,mz239,mz240,mz241,mz242,mz243,mz244,mz245,mz246,mz247,mz248,mz249,mz250,mz251,mz252,mz253,mz254,mz255,mz256,mz257,mz258,mz259,mz260,mz261,mz262,mz263,mz264,mz265,mz266,mz267,mz268,mz269,mz270,mz271,mz272,mz273,mz274,mz275,mz276,mz277,mz278,mz279,mz280,mz281,mz282,mz283,mz284,mz285,mz286,mz287,mz288,mz289,mz290,mz291,mz292,mz293,mz294,mz295,mz296,mz297,mz298,mz299,mz300,mz301,mz302,mz303,mz304,mz305,mz306,mz307,mz308,mz309,mz310,mz311,mz312,mz313,mz314,mz315,mz316,mz317,mz318,mz319,mz320,mz321,mz322,mz323,mz324,mz325,mz326,mz327,mz328,mz329,mz330,mz331,mz332,mz333,mz334,mz335,mz336,mz337,mz338,mz339,mz340,mz341,mz342,mz343,mz344,mz345,mz346,mz347,mz348,mz349,mz350,mz351,mz352,mz353,mz354,mz355,mz356,mz357,mz358,mz359,mz360,mz361,mz362,mz363,mz364,mz365,mz366,mz367,mz368,mz369,mz370,mz371,mz372,mz373,mz374,mz375,mz376,mz377,mz378,mz379,mz380,mz381,mz382,mz383,mz384,mz385,mz386,mz387,mz388,mz389,mz390,mz391,mz392,mz393,mz394,mz395,mz396,mz397,mz398,mz399,mz400,mz401,mz402,mz403,mz404,mz405,mz406,mz407,mz408,mz409,mz410,mz411,mz412,mz413,mz414,mz415,mz416,mz417,mz418,mz419,mz420,mz421,mz422,mz423,mz424,mz425,mz426,mz427,mz428,mz429,mz430,mz431,mz432,mz433,mz434,mz435,mz436,mz437,mz438,mz439,mz440,mz441,mz442,mz443,mz444,mz445,mz446,mz447,mz448,mz449,mz450,mz451,mz452,mz453,mz454,mz455,mz456,mz457,mz458,mz459,mz460,mz461,mz462,mz463,mz464,mz465,mz466,mz467,mz468,mz469,mz470,mz471,mz472,mz473,mz474,mz475,mz476,mz477,mz478,mz479,mz480,mz481,mz482,mz483,mz484,mz485,mz486,mz487,mz488,mz489,mz490,mz491,mz492,mz493,mz494,mz495,mz496,mz497,mz498,mz499,mz500,mz501,mz502,mz503,mz504,mz505,mz506,mz507,mz508,mz509,mz510,mz511,mz512,mz513,mz514,mz515,mz516,mz517,mz518,mz519,mz520,mz521,mz522,mz523,mz524,mz525,mz526,mz527,mz528,mz529,mz530,mz531,mz532,mz533,mz534,mz535,mz536,mz537,mz538,mz539,mz540,mz541,mz542,mz543,mz544,mz545,mz546,mz547,mz548,mz549,mz550,mz551,mz552,mz553,mz554,mz555,mz556,mz557,mz558,mz559,mz560,mz561,mz562,mz563,mz564,mz565,mz566,mz567,mz568,mz569,mz570,mz571,mz572,mz573,mz574,mz575,mz576,mz577,mz578,mz579,mz580,mz581,mz582,mz583,mz584,mz585,mz586,mz587,mz588,mz589,mz590,mz591,mz592,mz593,mz594,mz595,mz596,mz597,mz598,mz599
Hormones and transmitters,0,0,0,0,0,14,0,0,0,25,0,8,0,0,0,0,0,12,0,5,0,5,0,1000,83,98,6,10,0,15,0,22,0,0,0,0,0,0,0,0,0,17,0,17,5,11,0,0,0,0,0,11,0,44,6,17,0,12,0,8,0,0,0,5,0,29,8,26,0,11,0,5,0,0,0,0,0,8,16,160,21,36,5,49,7,8,0,0,0,0,0,18,7,29,5,11,0,210,35,30,0,6,0,7,0,22,8,8,0,8,0,14,0,26,6,16,5,15,6,13,0,6,0,0,0,8,0,30,10,23,12,10,11,18,0,11,0,10,0,32,8,15,9,11,0,6,0,0,0,9,6,27,8,50,26,76,17,8,0,0,0,0,0,7,5,27,16,50,50,23,5,0,0,0,0,0,0,8,0,61,27,84,45,13,0,0,0,0,0,9,0,10,9,25,47,25,7,0,0,0,0,6,0,11,7,33,19,41,19,7,0,0,0,0,0,0,0,14,20,37,89,41,17,5,0,0,0,0,0,0,0,17,16,59,29,48,32,8,0,0,0,0,0,0,0,42,73,123,45,32,9,0,0,0,0,0,0,0,0,25,20,170,44,14,0,0,0,0,0,0,0,0,0,15,59,38,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,176,52,20,0,0,0,0,0,0,0,0,0,0,0,6,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,104,49,19,5,0,0,0,0,0,0,0,0,0,17,6,5,0,0,0,0,0,0,0,0,0,0,0,0,38,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,172,80,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steroids,0,0,0,13,0,45,0,7,9,60,8,26,0,0,0,7,0,39,0,12,0,7,0,1000,90,249,17,32,6,41,0,40,5,7,0,14,0,5,0,6,0,46,6,36,8,25,0,0,0,8,0,33,6,15,0,26,0,29,7,14,0,0,0,0,0,107,20,17,0,11,0,12,0,0,0,0,0,17,43,284,44,22,0,16,6,16,0,0,0,0,0,35,11,13,0,17,0,31,5,15,0,10,10,14,7,18,5,7,0,30,6,27,7,55,12,24,7,15,5,12,0,8,0,8,0,13,6,59,17,45,23,12,6,10,0,22,5,21,8,54,13,19,18,30,8,7,0,5,0,16,0,52,14,62,23,121,26,12,0,0,0,6,0,11,7,52,25,86,141,44,10,5,0,5,0,0,0,11,0,77,75,187,192,45,10,0,0,6,0,6,0,9,12,41,117,51,13,0,0,0,0,0,0,13,6,17,17,39,30,11,0,0,0,0,0,0,0,7,6,48,26,50,35,9,0,0,0,0,0,0,0,5,0,68,98,594,167,85,16,0,0,0,0,0,0,0,0,45,76,23,24,6,0,0,0,0,0,0,0,0,0,32,9,0,0,0,0,0,0,0,0,0,0,0,0,67,86,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,22,9,0,0,0,0,0,0,0,0,0,0,0,0,662,237,84,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hormones and transmitters,0,0,0,13,0,45,0,7,9,60,8,26,0,0,0,7,0,39,0,12,0,7,0,1000,90,249,17,32,6,41,0,40,5,7,0,14,0,5,0,6,0,46,6,36,8,25,0,0,0,8,0,33,6,15,0,26,0,29,7,14,0,0,0,0,0,107,20,17,0,11,0,12,0,0,0,0,0,17,43,284,44,22,0,16,6,16,0,0,0,0,0,35,11,13,0,17,0,31,5,15,0,10,10,14,7,18,5,7,0,30,6,27,7,55,12,24,7,15,5,12,0,8,0,8,0,13,6,59,17,45,23,12,6,10,0,22,5,21,8,54,13,19,18,30,8,7,0,5,0,16,0,52,14,62,23,121,26,12,0,0,0,6,0,11,7,52,25,86,141,44,10,5,0,5,0,0,0,11,0,77,75,187,192,45,10,0,0,6,0,6,0,9,12,41,117,51,13,0,0,0,0,0,0,13,6,17,17,39,30,11,0,0,0,0,0,0,0,7,6,48,26,50,35,9,0,0,0,0,0,0,0,5,0,68,98,594,167,85,16,0,0,0,0,0,0,0,0,45,76,23,24,6,0,0,0,0,0,0,0,0,0,32,9,0,0,0,0,0,0,0,0,0,0,0,0,67,86,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,22,9,0,0,0,0,0,0,0,0,0,0,0,0,662,237,84,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic acids,0,0,0,0,0,447,99,20,31,59,14,40,0,0,0,0,5,0,0,0,7,43,63,1000,100,458,34,29,0,0,0,0,0,0,0,16,35,19,12,10,0,21,0,0,0,0,0,0,15,10,0,71,23,509,47,26,0,0,0,0,0,0,0,0,0,14,55,77,10,12,0,0,0,0,0,0,5,62,7,204,108,214,29,41,5,0,0,0,10,0,0,0,0,22,8,185,102,208,34,22,0,0,0,0,0,0,0,0,0,0,0,100,16,6,0,0,0,0,0,0,0,0,0,0,0,6,0,47,8,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,7,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic acids,0,10,0,5,0,281,14,12,45,92,17,44,0,0,0,5,49,0,0,0,6,18,77,960,102,463,30,43,0,0,0,47,0,0,0,17,12,101,31,18,0,0,0,0,0,0,0,0,0,10,0,100,218,1000,95,101,6,0,0,0,0,0,0,0,0,15,95,59,0,8,0,0,0,0,0,0,0,0,0,470,48,43,8,59,7,0,0,0,0,0,0,0,0,18,0,509,67,465,72,39,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,582,115,50,5,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic acids,0,0,0,0,0,877,92,26,46,73,15,57,0,0,0,0,0,0,0,8,22,57,83,1000,110,614,40,48,0,0,5,0,0,0,0,26,27,39,16,18,0,16,0,0,0,0,0,0,21,31,31,92,65,518,52,78,7,0,0,0,0,0,0,0,14,0,89,89,0,14,0,0,0,0,0,0,16,309,116,636,97,112,15,33,0,0,0,0,7,0,0,0,0,74,21,567,79,252,35,28,0,0,0,0,0,0,0,0,0,0,5,34,7,57,10,5,0,0,0,0,0,0,0,13,0,25,0,32,5,0,0,0,0,0,0,0,0,0,19,13,9,0,0,0,0,0,0,0,0,0,0,101,12,22,18,5,0,0,0,0,0,0,0,0,0,0,8,51,101,108,22,0,0,0,0,0,0,0,0,0,0,0,0,60,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic acids,0,0,0,8,6,326,29,13,25,32,12,66,0,0,0,0,0,57,13,114,10,8,47,1000,107,806,57,47,0,28,0,17,14,150,13,11,16,6,7,14,0,11,0,92,9,88,9,87,7,19,0,15,0,12,0,0,0,0,0,30,30,40,0,0,0,10,45,221,22,13,0,48,0,0,0,0,0,0,0,250,36,27,26,45,7,6,0,8,144,156,15,7,0,25,15,30,0,279,43,173,23,12,0,0,0,10,6,23,6,10,0,0,0,0,0,0,0,0,0,264,41,57,14,7,9,0,0,0,0,0,0,0,0,6,8,88,26,372,53,21,0,6,0,0,0,0,0,0,0,0,29,6,0,8,102,22,9,0,0,0,0,6,0,17,0,0,0,145,32,13,0,0,0,0,0,0,0,0,9,15,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,65,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipids,0,0,0,16,19,308,71,230,25,23,9,37,0,0,0,0,0,46,21,142,36,68,35,1000,94,640,45,25,0,11,0,39,15,81,33,34,7,7,0,27,5,8,0,10,0,38,0,61,51,15,0,9,0,0,0,15,0,8,0,17,6,24,18,0,0,9,63,965,98,43,0,13,0,6,0,6,0,0,0,430,54,76,484,112,23,10,0,0,0,0,0,0,0,21,0,370,51,21,0,0,0,0,0,0,0,0,0,9,0,27,0,0,0,0,0,0,0,0,0,0,0,19,6,9,7,0,0,0,0,0,0,0,0,0,0,38,0,31,10,0,0,0,0,0,0,0,0,0,0,10,0,64,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,224,76,8,0,0,0,0,0,0,0,0,0,0,0,70,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptides,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,314,26,12,0,0,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1000,183,80,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,58,18,6,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptides,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,248,22,13,0,0,0,0,0,0,0,0,0,0,70,7,0,0,0,0,0,0,0,0,0,0,0,0,33,6,9,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,0,0,0,0,0,0,0,0,0,5,10,20,10,0,0,0,0,0,0,0,0,0,0,0,5,8,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1000,181,80,9,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,48,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
